GOLD Project ID,Project Name,Project Status,Add Date,Sequencing Strategy
Gp0798431 ,"Soil microbial communities from Onaqui NEON Field Station, Vernon, Utah, USA - ONAQ_043-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798432 ,"Soil microbial communities from Onaqui NEON Field Station, Vernon, Utah, USA - ONAQ_044-M-20230626-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798445 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field Site, Florida, USA - OSBS_001-M-20230711-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798444 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field Site, Florida, USA - OSBS_001-O-20230711-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798443 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field Site, Florida, USA - OSBS_002-M-20230710-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0869068 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_001-M-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869069 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_001-O-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869070 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_002-M-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0820668 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_003-M-20230710-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0869071 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_003-M-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869072 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_004-M-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0820669 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_005-M-20230711-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820670 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_005-O-20230711-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0869073 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_005-O-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0820671 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_026-M-20230712-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0869074 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_026-M-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869075 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_027-M-20240708-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0820672 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_031-M-20230712-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820673 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_063-M-20230712-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0869076 ,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_063-M-20240710-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868830 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA - PUUM_004-O-20240108-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868831 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA - PUUM_006-O-20240102-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868832 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA - PUUM_007-O-20240108-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868833 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA - PUUM_010-O-20240102-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome 
Gp0868834 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA - PUUM_014-O-20240108-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868835 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA - PUUM_015-O-20240108-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868836 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA - PUUM_034-O-20240102-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868837 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA - PUUM_036-O-20240108-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868838 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA - PUUM_040-O-20240110-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868839 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Hawaii, USA - PUUM_042-O-20240102-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0820653 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_004-O-20230111-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820654 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_006-O-20230109-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820655 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_007-O-20230111-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820656 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_010-O-20230109-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820657 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_014-O-20230109-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820658 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_015-O-20230111-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820659 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_034-O-20230110-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820660 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_036-O-20230109-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820661 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_040-O-20230110-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820662 ,"Soil microbial communities from Pu'u Maka'ala Natural Area Reserve NEON Field site, Mountain View, Hawaii, USA - PUUM_042-O-20230109-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0798455 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field Site, California, USA - SJER_001-M-20230227-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798456 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field Site, California, USA - SJER_002-M-20230228-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798457 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field Site, California, USA - SJER_003-M-20230301-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798458 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field Site, California, USA - SJER_004-M-20230301-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798459 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field Site, California, USA - SJER_005-M-20230306-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798460 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field Site, California, USA - SJER_025-M-20230302-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0820739 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_001-M-20200226-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0868840 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_001-M-20240219-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0824464 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_001-M-21-20230227-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824465 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_001-M-39-20230227-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824466 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_001-M-41-20230227-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0820738 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_002-M-20200226-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0868841 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_002-M-20240220-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0824467 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_002-M-23-20230228-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824468 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_002-M-39-20230228-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824469 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_002-M-41-20230228-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0868842 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_003-M-20240221-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868843 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_005-M-20240222-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0824458 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_005-M-21-20230306-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824459 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_005-M-23-20230306-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824460 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_005-M-39-20230306-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0868844 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_025-M-20240221-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0824461 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_025-M-21-20230302-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824462 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_025-M-39-20230302-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824463 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_025-M-41-20230302-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0820663 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_045-M-20230227-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0868845 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_045-M-20240219-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0824470 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_045-M-23-20230227-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824471 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_045-M-39-20230227-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824472 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_045-M-41-20230227-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0820664 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_046-M-20230227-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0868846 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_046-M-20240219-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0824473 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_046-M-21-20230227-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824474 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_046-M-23-20230227-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0824475 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_046-M-39-20230227-GEN-DNA1 ",Permanent Draft ,2024-10-11,Metagenome
Gp0820665 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_047-M-20230228-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0820666 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_048-M-20230228-COMP-DNA1 ",Permanent Draft ,2024-08-02,Metagenome
Gp0868847 ,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_048-M-20240220-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798466 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_001-M-20230821-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0869052 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_001-M-20240820-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798465 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_002-M-20230821-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0869053 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_002-M-20240820-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798464 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_003-M-20230821-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798463 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_004-M-20230821-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0869054 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_004-M-20240820-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869055 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_005-M-20240820-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869056 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_006-M-20240819-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798462 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_043-M-20230821-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798461 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_047-M-20230821-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0869057 ,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_053-M-20240819-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798454 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_003-M-20230821-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798452 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_006-M-20230821-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798451 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_007-M-20230823-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798450 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_010-M-20230821-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798449 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_045-M-20230822-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798448 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_047-M-20230822-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798447 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_049-M-20230822-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0798446 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA - SCBI_067-M-20230822-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868895 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA - SCBI_003-M-20240723-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868896 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA - SCBI_004-M-20240723-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868897 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA - SCBI_006-M-20240722-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868898 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA - SCBI_007-M-20240722-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868899 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA - SCBI_008-M-20240725-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868900 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA - SCBI_010-M-20240723-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868901 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA - SCBI_045-M-20240722-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868902 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA - SCBI_047-M-20240724-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868903 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA - SCBI_049-M-20240724-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868904 ,"Soil microbial communities from Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA - SCBI_067-M-20240724-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868973 ,"Soil microbial communities from Soaproot Saddle NEON Field site, Fresno County, California, USA - SOAP_002-M-20240523-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868974 ,"Soil microbial communities from Soaproot Saddle NEON Field site, Fresno County, California, USA - SOAP_003-M-20240520-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868975 ,"Soil microbial communities from Soaproot Saddle NEON Field site, Fresno County, California, USA - SOAP_004-M-20240521-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868976 ,"Soil microbial communities from Soaproot Saddle NEON Field site, Fresno County, California, USA - SOAP_006-M-20240523-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868977 ,"Soil microbial communities from Soaproot Saddle NEON Field site, Fresno County, California, USA - SOAP_007-M-20240522-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868978 ,"Soil microbial communities from Soaproot Saddle NEON Field site, Fresno County, California, USA - SOAP_025-M-20240522-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868979 ,"Soil microbial communities from Soaproot Saddle NEON Field site, Fresno County, California, USA - SOAP_031-M-20240520-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868980 ,"Soil microbial communities from Soaproot Saddle NEON Field site, Fresno County, California, USA - SOAP_043-M-20240523-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868981 ,"Soil microbial communities from Soaproot Saddle NEON Field site, Fresno County, California, USA - SOAP_045-M-20240521-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798467 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_001-M-20230531-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868915 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_001-M-20240619-COMP-DNA2 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798468 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_002-M-20230530-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0869088 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_002-M-20240618-COMP-DNA2 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798469 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_003-M-20230531-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868916 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_003-M-20240618-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798470 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_004-M-20230531-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868917 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_004-M-20240618-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798471 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_006-M-20230531-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868918 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_006-M-20240619-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798472 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_007-M-20230530-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868919 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_007-M-20240619-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0868920 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_044-M-20240619-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798473 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_047-M-20230530-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868921 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_047-M-20240619-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798474 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_051-M-20230530-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868922 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_051-M-20240617-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0798475 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_054-M-20230530-COMP-DNA1 ",Permanent Draft ,2024-03-12,Metagenome
Gp0868923 ,"Soil microbial communities from Talladega National Forest NEON Field Site, Alabama, USA - TALL_054-M-20240617-COMP-DNA1 ",Incomplete ,2025-06-27,Metagenome
Gp0869077 ,"Soil microbial communities from The Jones Center At Ichauway NEON Field site, Baker County, Georgia, USA - JERC_001-M-20240717-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869078 ,"Soil microbial communities from The Jones Center At Ichauway NEON Field site, Baker County, Georgia, USA - JERC_002-M-20240716-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869079 ,"Soil microbial communities from The Jones Center At Ichauway NEON Field site, Baker County, Georgia, USA - JERC_004-M-20240716-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869080 ,"Soil microbial communities from The Jones Center At Ichauway NEON Field site, Baker County, Georgia, USA - JERC_005-M-20240716-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869081 ,"Soil microbial communities from The Jones Center At Ichauway NEON Field site, Baker County, Georgia, USA - JERC_006-M-20240716-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869082 ,"Soil microbial communities from The Jones Center At Ichauway NEON Field site, Baker County, Georgia, USA - JERC_007-M-20240717-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869083 ,"Soil microbial communities from The Jones Center At Ichauway NEON Field site, Baker County, Georgia, USA - JERC_047-M-20240715-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
Gp0869084 ,"Soil microbial communities from The Jones Center At Ichauway NEON Field site, Baker County, Georgia, USA - JERC_048-M-20240715-COMP-DNA1 ",Permanent Draft ,2025-06-27,Metagenome
