gold_project_id,site,sample_name,site_ID,date,layer,subplot,project_status,add_date,sequencing_strategy,community,type,sample_unknown,quadrant,year
Gp0798499,"Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA",WOOD_044-M-20230703,WOOD,2023-07-03,M,044,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798498,"Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA",WOOD_045-M-20230703,WOOD,2023-07-03,M,045,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798497,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_001-O-20230810,UNDE,2023-08-10,O,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798496,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_002-O-20230808,UNDE,2023-08-08,O,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798495,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_003-M-20230810,UNDE,2023-08-10,M,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798494,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_003-O-20230810,UNDE,2023-08-10,O,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798493,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_006-M-20230808,UNDE,2023-08-08,M,006,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798492,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_008-M-20230808,UNDE,2023-08-08,M,008,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798491,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_010-M-20230810,UNDE,2023-08-10,M,010,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798490,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_010-O-20230810,UNDE,2023-08-10,O,010,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798489,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_037-O-20230809,UNDE,2023-08-09,O,037,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798488,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_038-O-20230809,UNDE,2023-08-09,O,038,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798487,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_043-M-20230808,UNDE,2023-08-08,M,043,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798486,"University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA",UNDE_044-M-20230809,UNDE,2023-08-09,M,044,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798485,"Toolik Field Station NEON Field Site, Alaska, USA",TOOL_001-O-20230719,TOOL,2023-07-19,O,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798483,"Toolik Field Station NEON Field Site, Alaska, USA",TOOL_003-O-20230718,TOOL,2023-07-18,O,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798482,"Toolik Field Station NEON Field Site, Alaska, USA",TOOL_004-O-20230718,TOOL,2023-07-18,O,004,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798481,"Toolik Field Station NEON Field Site, Alaska, USA",TOOL_005-O-20230719,TOOL,2023-07-19,O,005,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798480,"Toolik Field Station NEON Field Site, Alaska, USA",TOOL_006-O-20230720,TOOL,2023-07-20,O,006,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798479,"Toolik Field Station NEON Field Site, Alaska, USA",TOOL_041-O-20230717,TOOL,2023-07-17,O,041,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798478,"Toolik Field Station NEON Field Site, Alaska, USA",TOOL_042-O-20230717,TOOL,2023-07-17,O,042,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798477,"Toolik Field Station NEON Field Site, Alaska, USA",TOOL_043-O-20230717,TOOL,2023-07-17,O,043,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798476,"Toolik Field Station NEON Field Site, Alaska, USA",TOOL_044-O-20230717,TOOL,2023-07-17,O,044,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798475,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_054-M-20230530,TALL,2023-05-30,M,054,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798474,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_051-M-20230530,TALL,2023-05-30,M,051,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798473,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_047-M-20230530,TALL,2023-05-30,M,047,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798472,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_007-M-20230530,TALL,2023-05-30,M,007,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798471,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_006-M-20230531,TALL,2023-05-31,M,006,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798470,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_004-M-20230531,TALL,2023-05-31,M,004,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798469,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_003-M-20230531,TALL,2023-05-31,M,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798468,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_002-M-20230530,TALL,2023-05-30,M,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798467,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_001-M-20230531,TALL,2023-05-31,M,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798466,"Santa Rita Experimental Range NEON Field Site, Arizona, USA",SRER_001-M-20230821,SRER,2023-08-21,M,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798465,"Santa Rita Experimental Range NEON Field Site, Arizona, USA",SRER_002-M-20230821,SRER,2023-08-21,M,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798464,"Santa Rita Experimental Range NEON Field Site, Arizona, USA",SRER_003-M-20230821,SRER,2023-08-21,M,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798463,"Santa Rita Experimental Range NEON Field Site, Arizona, USA",SRER_004-M-20230821,SRER,2023-08-21,M,004,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798462,"Santa Rita Experimental Range NEON Field Site, Arizona, USA",SRER_043-M-20230821,SRER,2023-08-21,M,043,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798461,"Santa Rita Experimental Range NEON Field Site, Arizona, USA",SRER_047-M-20230821,SRER,2023-08-21,M,047,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798460,"San Joaquin Experimental Range NEON Field Site, California, USA",SJER_025-M-20230302,SJER,2023-03-02,M,025,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798459,"San Joaquin Experimental Range NEON Field Site, California, USA",SJER_005-M-20230306,SJER,2023-03-06,M,005,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798458,"San Joaquin Experimental Range NEON Field Site, California, USA",SJER_004-M-20230301,SJER,2023-03-01,M,004,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798457,"San Joaquin Experimental Range NEON Field Site, California, USA",SJER_003-M-20230301,SJER,2023-03-01,M,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798456,"San Joaquin Experimental Range NEON Field Site, California, USA",SJER_002-M-20230228,SJER,2023-02-28,M,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798455,"San Joaquin Experimental Range NEON Field Site, California, USA",SJER_001-M-20230227,SJER,2023-02-27,M,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798454,"Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA",SCBI_003-M-20230821,SCBI,2023-08-21,M,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798452,"Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA",SCBI_006-M-20230821,SCBI,2023-08-21,M,006,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798451,"Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA",SCBI_007-M-20230823,SCBI,2023-08-23,M,007,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798450,"Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA",SCBI_010-M-20230821,SCBI,2023-08-21,M,010,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798449,"Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA",SCBI_045-M-20230822,SCBI,2023-08-22,M,045,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798448,"Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA",SCBI_047-M-20230822,SCBI,2023-08-22,M,047,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798447,"Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA",SCBI_049-M-20230822,SCBI,2023-08-22,M,049,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798446,"Smithsonian Conservation Biology Institute NEON Field Site, Virginia, USA",SCBI_067-M-20230822,SCBI,2023-08-22,M,067,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798445,"Ordway-Swisher Biological Station NEON Field Site, Florida, USA",OSBS_001-M-20230711,OSBS,2023-07-11,M,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798444,"Ordway-Swisher Biological Station NEON Field Site, Florida, USA",OSBS_001-O-20230711,OSBS,2023-07-11,O,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798443,"Ordway-Swisher Biological Station NEON Field Site, Florida, USA",OSBS_002-M-20230710,OSBS,2023-07-10,M,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798442,"Oak Ridge NEON Field Station, Tennessee, USA",ORNL_001-M-20230626,ORNL,2023-06-26,M,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798441,"Oak Ridge NEON Field Station, Tennessee, USA",ORNL_002-M-20230626,ORNL,2023-06-26,M,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798440,"Oak Ridge NEON Field Station, Tennessee, USA",ORNL_003-M-20230626,ORNL,2023-06-26,M,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798439,"Oak Ridge NEON Field Station, Tennessee, USA",ORNL_004-O-20230628,ORNL,2023-06-28,O,004,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798438,"Oak Ridge NEON Field Station, Tennessee, USA",ORNL_006-M-20230628,ORNL,2023-06-28,M,006,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798437,"Oak Ridge NEON Field Station, Tennessee, USA",ORNL_027-M-20230628,ORNL,2023-06-28,M,027,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798436,"Oak Ridge NEON Field Station, Tennessee, USA",ORNL_043-M-20230627,ORNL,2023-06-27,M,043,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798435,"Oak Ridge NEON Field Station, Tennessee, USA",ORNL_046-M-20230627,ORNL,2023-06-27,M,046,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798434,"Oak Ridge NEON Field Station, Tennessee, USA",ORNL_049-M-20230627,ORNL,2023-06-27,M,049,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798433,"Oak Ridge NEON Field Station, Tennessee, USA",ORNL_053-M-20230627,ORNL,2023-06-27,M,053,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798432,"Onaqui NEON Field Station, Vernon, Utah, USA",ONAQ_044-M-20230626,ONAQ,2023-06-26,M,044,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798431,"Onaqui NEON Field Station, Vernon, Utah, USA",ONAQ_043-M-20230626,ONAQ,2023-06-26,M,043,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798430,"Onaqui NEON Field Station, Vernon, Utah, USA",ONAQ_042-M-20230622,ONAQ,2023-06-22,M,042,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798429,"Onaqui NEON Field Station, Vernon, Utah, USA",ONAQ_041-M-20230622,ONAQ,2023-06-22,M,041,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798428,"Onaqui NEON Field Station, Vernon, Utah, USA",ONAQ_010-M-20230627,ONAQ,2023-06-27,M,010,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798427,"Onaqui NEON Field Station, Vernon, Utah, USA",ONAQ_008-M-20230626,ONAQ,2023-06-26,M,008,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798426,"Onaqui NEON Field Station, Vernon, Utah, USA",ONAQ_005-M-20230627,ONAQ,2023-06-27,M,005,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798425,"Onaqui NEON Field Station, Vernon, Utah, USA",ONAQ_004-M-20230627,ONAQ,2023-06-27,M,004,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798424,"Onaqui NEON Field Station, Vernon, Utah, USA",ONAQ_002-M-20230626,ONAQ,2023-06-26,M,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798423,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_001-M-20230712,MLBS,2023-07-12,M,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798422,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_002-M-20230712,MLBS,2023-07-12,M,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798421,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_002-O-20230712,MLBS,2023-07-12,O,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798420,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_003-M-20230712,MLBS,2023-07-12,M,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798419,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_005-M-20230712,MLBS,2023-07-12,M,005,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798418,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_006-M-20230710,MLBS,2023-07-10,M,006,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798417,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_007-M-20230710,MLBS,2023-07-10,M,007,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798416,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_007-O-20230710,MLBS,2023-07-10,O,007,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798415,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_061-M-20230711,MLBS,2023-07-11,M,061,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798414,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_061-O-20230711,MLBS,2023-07-11,O,061,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798413,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_063-M-20230711,MLBS,2023-07-11,M,063,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798412,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_064-M-20230711,MLBS,2023-07-11,M,064,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798411,"Mountain Lake Biological Station NEON Field Site, Virginia, USA",MLBS_067-M-20230711,MLBS,2023-07-11,M,067,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798410,"Lenoir Landing Park NEON Field Site, Alabama, USA",LENO_064-M-20230627,LENO,2023-06-27,M,064,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798409,"Lenoir Landing Park NEON Field Site, Alabama, USA",LENO_062-M-20230629,LENO,2023-06-29,M,062,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798408,"Lenoir Landing Park NEON Field Site, Alabama, USA",LENO_061-M-20230629,LENO,2023-06-29,M,061,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798407,"Lenoir Landing Park NEON Field Site, Alabama, USA",LENO_006-M-20230629,LENO,2023-06-29,M,006,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798406,"Lenoir Landing Park NEON Field Site, Alabama, USA",LENO_005-M-20230627,LENO,2023-06-27,M,005,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798405,"Lenoir Landing Park NEON Field Site, Alabama, USA",LENO_004-M-20230627,LENO,2023-06-27,M,004,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798404,"Lenoir Landing Park NEON Field Site, Alabama, USA",LENO_003-M-20230629,LENO,2023-06-29,M,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798403,"Lenoir Landing Park NEON Field Site, Alabama, USA",LENO_002-M-20230629,LENO,2023-06-29,M,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798402,"Lenoir Landing Park NEON Field Site, Alabama, USA",LENO_001-M-20230627,LENO,2023-06-27,M,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798401,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_037-O-20230704,HARV,2023-07-04,O,037,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798400,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_035-O-20230704,HARV,2023-07-04,O,035,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798399,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_034-O-20230703,HARV,2023-07-03,O,034,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798398,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_033-O-20230703,HARV,2023-07-03,O,033,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798397,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_021-O-20230706,HARV,2023-07-06,O,021,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798396,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_013-O-20230704,HARV,2023-07-04,O,013,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798395,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_005-O-20230710,HARV,2023-07-10,O,005,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798394,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_004-O-20230705,HARV,2023-07-05,O,004,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798393,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_002-O-20230706,HARV,2023-07-06,O,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798392,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_001-O-20230705,HARV,2023-07-05,O,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798391,"Delta Junction NEON Field Site, Alaska, USA",DEJU_048-O-20230626,DEJU,2023-06-26,O,048,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798390,"Delta Junction NEON Field Site, Alaska, USA",DEJU_048-M-20230626,DEJU,2023-06-26,M,048,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798389,"Delta Junction NEON Field Site, Alaska, USA",DEJU_047-O-20230626,DEJU,2023-06-26,O,047,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798388,"Delta Junction NEON Field Site, Alaska, USA",DEJU_047-M-20230626,DEJU,2023-06-26,M,047,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798387,"Delta Junction NEON Field Site, Alaska, USA",DEJU_046-O-20230626,DEJU,2023-06-26,O,046,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798386,"Delta Junction NEON Field Site, Alaska, USA",DEJU_046-M-20230626,DEJU,2023-06-26,M,046,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798385,"Delta Junction NEON Field Site, Alaska, USA",DEJU_045-O-20230626,DEJU,2023-06-26,O,045,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798384,"Delta Junction NEON Field Site, Alaska, USA",DEJU_045-M-20230626,DEJU,2023-06-26,M,045,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798382,"Delta Junction NEON Field Site, Alaska, USA",DEJU_015-M-20230629,DEJU,2023-06-29,M,015,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798381,"Delta Junction NEON Field Site, Alaska, USA",DEJU_014-O-20230628,DEJU,2023-06-28,O,014,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798380,"Delta Junction NEON Field Site, Alaska, USA",DEJU_014-M-20230628,DEJU,2023-06-28,M,014,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798379,"Delta Junction NEON Field Site, Alaska, USA",DEJU_009-O-20230628,DEJU,2023-06-28,O,009,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798378,"Delta Junction NEON Field Site, Alaska, USA",DEJU_009-M-20230628,DEJU,2023-06-28,M,009,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798377,"Delta Junction NEON Field Site, Alaska, USA",DEJU_006-O-20230628,DEJU,2023-06-28,O,006,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798376,"Delta Junction NEON Field Site, Alaska, USA",DEJU_006-M-20230628,DEJU,2023-06-28,M,006,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798375,"Delta Junction NEON Field Site, Alaska, USA",DEJU_002-O-20230629,DEJU,2023-06-29,O,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798374,"Delta Junction NEON Field Site, Alaska, USA",DEJU_002-M-20230629,DEJU,2023-06-29,M,002,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798373,"Delta Junction NEON Field Site, Alaska, USA",DEJU_001-M-20230628,DEJU,2023-06-28,M,001,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798372,"Dakota Coteau Field Site, North Dakota, USA",DCFS_003-M-20230802,DCFS,2023-08-02,M,003,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798371,"Dakota Coteau Field Site, North Dakota, USA",DCFS_004-M-20230801,DCFS,2023-08-01,M,004,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798370,"Dakota Coteau Field Site, North Dakota, USA",DCFS_006-M-20230801,DCFS,2023-08-01,M,006,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798369,"Dakota Coteau Field Site, North Dakota, USA",DCFS_007-M-20230726,DCFS,2023-07-26,M,007,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798368,"Dakota Coteau Field Site, North Dakota, USA",DCFS_008-M-20230726,DCFS,2023-07-26,M,008,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798367,"Dakota Coteau Field Site, North Dakota, USA",DCFS_009-M-20230801,DCFS,2023-08-01,M,009,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
Gp0798366,"Dakota Coteau Field Site, North Dakota, USA",DCFS_062-M-20230725,DCFS,2023-07-25,M,062,Permanent Draft,2024-03-12,Metagenome,Soil microbial communities,Soil,NA,NA,2023
